"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
5,6.9,0.31,0.4,14.75,0.042,44.5,-86.5,0.9998,3.36,0.41,9.1,0,8,"2"
0,8,0.3,0.49,44.3,0.046,316,177,0.9964,2.64,0.32,10,2,9,"0"
3,7.5,-0.88,0.34,1.4,-0.384,-209,29,0.9918,3.05,0.52,11,0,8,"2"
4,15.7,1.76,-0.16,-52.6,0.043,34,142,0.96901,3.14,0.48,-1.7,1,6,"1"
2,8,0.84,2.62,12.4,0.293,295,136,0.9991,3.07,0.64,10.5,-1,9,"1"
4,7.3,1.49,-0.18,19.5,0.039,151,237,1.00037,2.38,0.48,15.6,0,8,"2"
0,8.5,1.545,0.22,17.5,0.064,9,42,0.9963,4.07,-0.76,10.1,0,10,"0"
3,5.9,1.59,0.24,43.7,0.394,32,115,0.9848,3.21,-0.95,5.2,-1,6,"1"
3,5.7,0.17,0.32,-7.4,0.04,37,498,0.99182,4.09,0.43,11.3,-1,7,"2"
4,6.3,0.99,1.37,2.3,0.025,208,4,1.03419,3.42,-0.13,11,0,7,"1"
5,6.6,0.21,0.29,-23.95,0.41,-14,449,0.99112,1.84,-0.9,11.5,0,7,"3"
4,6.9,-0.92,-0.24,1.6,0.032,163,-251,0.9917,3.96,0.47,11.7,0,8,"1"
5,5.8,0.06,0.27,12.3,0.045,55,197,0.96781,3.28,0.42,9.3,1,6,"3"
6,6.2,0.1,0.78,28.5,0.688,301,-225,0.97518,3.04,-0.99,13.4,0,7,"4"
3,-3.1,-1.17,0.3,55.9,-0.431,-158,91,0.91609,2.32,1.68,5,0,7,"2"
0,6,-0.85,0.74,-22.8,0.308,56,-21,0.99398,4.25,-0.05,10.5,-1,7,"0"
4,16,-0.64,-0.02,-46.3,0.174,-139,209,0.9941,2.47,-0.97,11.1,-1,8,"0"
0,7.7,0.705,0.1,49.7,0.084,9,119,0.9976,3.39,-0.68,9.7,0,9,"0"
0,4.1,0.21,0.3,9.9,-0.259,316,174,0.98116,2.13,0.5,10.1,1,7,"0"
3,7,0.14,-0.47,17.8,0.035,-262,85,1.03167,2.67,-0.74,8.6,-1,8,"2"
2,6.2,0.26,1.24,7.8,0.052,54,363,0.94662,4.29,0.47,8.9,-1,7,"2"
5,14.9,0.19,-1.29,-55.4,-0.523,47,713,0.99278,1.71,1.98,11,1,8,"4"
0,15.8,0.76,0.1,1.6,-0.109,277,-176,0.97001,3.37,0.89,14.8,0,7,"1"
5,-4.4,0.08,0.02,1.3,0.262,154,148,0.9689,3.46,-0.31,13,1,8,"2"
1,7.2,-1.26,-0.35,8.8,0.148,32,256,1.03704,3.16,1.16,9.2,-2,8,"0"
0,15.8,1.045,0.03,-61.7,0.3,-68,19,0.98189,3.07,-0.21,9.6,1,10,"0"
0,4.9,0.29,0.12,11.5,0.002,35,165,0.95563,2.16,0.32,9,0,7,"1"
4,9.8,0.26,0.27,18.2,0.048,-134,672,1.04227,3.33,0.24,3.8,1,6,"2"
0,-0.3,0.67,-0.32,-26.1,-0.29,10,11,0.99848,3.29,0.24,9.9,0,8,"1"
0,6.8,1.97,0.1,-25.6,0.063,-143,251,0.98183,3.12,0.18,9.7,1,7,"0"
2,17.4,0.75,1.18,-15.6,0.037,201,175,1.06121,3.24,0.93,11.1,-1,8,"1"
5,0.9,0.16,0.44,1.4,-0.265,25,109,0.9932,3.11,1.3,10.3,1,8,"3"
4,3.5,0.26,0.48,7.9,-0.102,6,10,0.97557,5.54,0.87,5.8,0,11,"2"
0,19.1,-0.08,0.06,1.3,0.07,5,257,0.9942,3.17,-0.79,7.2,-1,8,"0"
6,11.7,0.61,-0.06,-62.1,0.122,135,182,0.9927,3.25,2.24,10.8,2,7,"3"
3,6.3,0.26,-0.57,-68.5,0.478,34,134,0.9901,1.74,0.61,9.8,-1,7,"3"
4,9.2,1.45,1.41,61.1,-0.897,-170,179,1.00332,2.27,1.53,9.3,0,7,"2"
6,6.1,0.27,1.38,1.5,0.674,123,83,1.03369,3.32,3.17,11.1,1,7,"2"
3,6,1.31,1.19,-16.5,0.558,10,28,0.989465,3.11,-0.18,13.85,-1,7,"2"
0,11.6,1.02,1.51,8.5,0.016,45,882,0.993,3.37,0.55,11.5,2,7,"0"
4,-0.8,0.25,0.31,-43.3,0.462,173,-270,0.98503,3.45,0.44,11.5,0,9,"1"
3,6.8,-0.32,0.56,7.7,-0.076,20,210,0.9959,3.1,0.47,4.5,0,7,"2"
4,15.9,-0.57,0.42,3.5,0.419,43,258,0.99021,3.18,-1.67,12.2,0,7,"3"
5,7.5,0.9,-0.74,1.3,0.055,-107,296,0.97399,3.29,0.2,9.6,1,8,"3"
0,6.4,-0.43,-1.3,7.9,-0.14,45,191,0.99527,2.04,2.09,9.5,1,7,"0"
0,17.1,0.99,0.95,10.1,0.58,-223,178,0.9931,4.16,1.6,10.6,0,8,"0"
6,15.9,0.24,-1.16,1.3,0.167,-237,568,1.00512,4.76,0.38,10.2,0,6,"2"
4,4.4,1.82,0.34,8.3,0.052,44,168,0.99627,2.63,0.52,6.9,1,8,"2"
0,8.6,1.69,1.2,1.9,0.289,111,-336,0.99604,3.75,-0.55,12.3,-1,9,"0"
4,7.6,0.74,0.52,14.6,0.553,90,421,0.99628,2.15,0.4,15.1,1,7,"2"
4,7,0.3,0.38,15.6,-0.006,60,556,0.9983,3.18,2.33,4.1,-1,8,"3"
3,8,0.28,0.42,30.6,0.266,175,169,0.9959,3.17,0.43,4.1,0,9,"0"
2,12.7,0.51,3.29,1.7,0.35,39,177,1.01179,3.28,0.5,0.3,-1,7,"2"
4,7.7,-0.97,-1.03,20.1,0.069,-149,134,1.01688,2.24,0.79,9.8,1,8,"1"
4,7.3,-0.76,2.27,-2.45,0.066,50,134,0.9998,4,-0.76,2.4,-1,8,"1"
2,8.5,0.53,-1.22,2,-0.033,45,336,1.0136,2.77,2.29,12.5,-2,8,"0"
4,16.4,0.89,0.31,8.2,0.585,41,255,1.02116,3.08,0.49,10.8,0,7,"3"
5,16.5,-0.57,0.58,16,-0.255,192,100,1.00329,5.51,0.13,11.4,1,6,"2"
4,6.3,0.22,0.22,-34.4,0.039,154,160,0.99296,3.12,0.46,6.1,0,7,"1"
4,10,0.2,-0.58,41.8,0.035,37,138,1.03932,3.17,0.44,11.7,-1,8,"2"
0,-4.6,0.56,1.1,17.5,0.039,-239,153,0.9994,4.27,0.38,4,-1,7,"0"
4,6.5,-0.38,0.77,1,0.023,6,596,1.0081,4.24,0.54,12.9,0,7,"2"
3,6.1,-0.5,-0.61,-48.7,0.97,446,82,0.9927,3.23,0.32,11.1,0,7,"2"
4,23.1,0.18,0.39,1.5,-0.418,45,-124,0.99946,1.51,-0.19,15.7,0,8,"1"
0,7.6,-0.48,0.99,-45.9,-0.18,6,-163,0.95524,3.68,0.73,8.1,-1,8,"1"
2,6.8,-0.71,0.44,25.4,0.05,29,155,0.98563,4.19,0.42,11.4,-1,8,"1"
3,19.7,0.28,0.37,1.9,0.037,-136,76,0.96368,4.12,1.99,9.5,0,8,"3"
4,7.1,0.44,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,17.3,0,8,"0"
0,5.6,1.125,1.31,9.3,0.057,-68,59,0.99438,3.83,0.41,9.5,1,6,"0"
4,-3.9,0.19,0.25,-7.9,0.023,-201,112,0.9503,2.2,-1.05,9.4,0,7,"4"
4,6.5,-0.75,1.24,2.2,0.475,116,51,0.99076,3.27,0.9,12,-1,7,"3"
0,5.1,1.95,-0.64,1.3,0.223,187,347,0.96598,3.49,0.84,17.1,-2,10,"1"
3,6.8,0.22,0.62,17.5,0.039,25,-99,0.9994,3.24,0.02,17.9,-1,7,"1"
3,7,0.25,0.45,130.6,0.429,21,350,0.99064,3.59,0.48,2.4,-2,8,"3"
4,6.4,0.17,-0.3,1.5,0.288,43,136,0.9938,3.27,0.49,9.6,0,7,"3"
0,12.3,0.85,0.4,35.7,-0.142,-14,170,0.99494,2.02,1.88,7.25,-1,7,"1"
5,6.3,0.34,0.95,32.5,0.024,137,152,0.96984,4.03,0.6,11.9,0,7,"3"
5,4.3,0.32,0.26,8.3,0.053,30,-221,1.03267,3.25,1.23,13.8,1,7,"2"
4,6.6,0.4,2.38,5.3,0.089,20,125,1.04109,3.44,2.37,12.6,0,7,"2"
0,7.5,0.59,0.22,93.9,-0.224,43,60,0.99499,3.1,0.42,14.6,-1,8,"0"
4,6.8,0.59,0.32,-30,0.393,24,-24,0.96302,3.73,-1.29,6.2,0,7,"2"
0,5.3,0.23,-1.31,3.75,0.439,14,407,0.9927,1.96,1.7,12.6,1,7,"1"
0,8.9,0.58,-0.34,2.8,0.075,-273,-236,0.97784,2.87,-0.18,7.5,2,10,"0"
0,12.5,-0.76,-0.89,66.6,0.061,-5,133,0.9995,3.15,0.4,16.3,0,13,"1"
3,5.9,1.33,1.27,-32,0.658,201,89,1.00006,2.35,0.53,10.4,0,7,"1"
4,8,1.93,-1.11,8.8,-0.247,-29,301,0.97871,3.82,1.35,18.9,-2,9,"1"
0,10.3,1.61,-1.11,5.9,0.378,25,148,1.00615,3.25,0.35,10.2,1,8,"0"
3,-4,0.51,1.97,-27,-0.449,13,212,0.99335,3.09,0.51,12.8,0,9,"0"
2,17.5,-0.57,0.23,7.3,0.311,-4,-543,0.9962,2.5,0.53,9.1,-1,7,"2"
5,-2.2,-0.6,0.3,43.8,-0.543,15,-135,0.992,4.27,0.98,11.2,1,7,"2"
3,5.6,-1.19,0.27,1.4,0.044,-18,-236,0.9918,3.87,-1.13,12.7,-1,6,"1"
5,-10,0.22,-1.24,26.7,0.04,22,78,1.0199,3.34,-0.57,10.7,0,7,"2"
0,3.3,0.32,0.24,13.1,0.05,-233,204,0.998,4.2,0.65,8.8,0,8,"0"
5,15.6,0.645,-0.05,-34.8,0.33,-92,46,1.09608,2.92,0.76,11.1,2,17,"3"
6,6.1,0.44,0.9,1.2,0.036,42,107,0.991,3.78,1.97,6.7,1,7,"3"
4,8.1,0.24,-0.51,4.8,-0.571,263,105,0.96275,3.11,-1.05,11.8,0,9,"1"
0,5.7,-0.02,2.19,-28.6,-0.087,60,167,0.9989,3.31,2.17,10.1,0,6,"1"
5,8.3,-0.86,0.3,2.1,0.049,145,486,0.96377,3.09,1.78,9.6,1,9,"3"
3,23.9,0.29,1.58,69.3,0.063,66,48,0.9973,3.4,-0.81,9,0,7,"1"
7,8.4,0.34,0.43,2.3,0.063,170,19,0.9955,3.05,1.77,11.2,2,9,"0"
3,-2.5,0.2,1.4,5.9,0.067,39,602,0.97757,2.1,-0.61,5.9,-1,8,"2"
4,11.2,0.27,-0.63,39.2,1.27,239,163,0.97418,3.2,1.71,9.3,1,7,"2"
3,6,0.26,-2.42,-10.9,0.035,10,72,1.015395,3.11,-2.69,8.05,-1,7,"3"
5,-2.7,-0.53,-1.18,9.7,-0.153,160,83,0.96984,3.08,-0.18,12.9,0,7,"3"
4,6.4,-1.15,-0.24,8.8,0.057,36,221,0.96661,3.17,2.01,9.1,1,7,"3"
3,5.6,0.5,2.57,2.5,0.073,87,76,1.0001,3.05,0.81,9.5,0,12,"0"
0,10.6,-1.05,0.89,37,0.499,-69,18,0.9986,3.04,1.06,10.2,0,12,"0"
3,1.8,0.14,0.25,-10.2,-0.572,95,140,1.02018,3.25,-0.46,13,-1,6,"2"
4,-1.8,0.18,0.8,73.3,0.039,47,547,0.99678,3.28,1.9,9.2,-1,7,"2"
0,11.1,0.12,-1.13,1.3,-0.637,111,117,0.95405,2.99,0.36,15.4,-1,9,"0"
5,2.4,0.18,0.93,-55.2,0.058,267,140,1.00064,3.04,0.37,10.1,0,9,"3"
5,11.7,0.39,0.23,13.7,0.084,49,197,0.99364,2.6,-0.72,8.7,2,8,"4"
0,13.3,0.45,1.38,3,0.078,19,141,1.0003,2.15,-2.39,11,1,12,"0"
0,5.1,0.73,0.26,67,-0.191,-125,422,0.99409,3.38,0.4,11.5,0,6,"1"
2,-4.2,1.8,0,1.3,-0.556,72,-102,1.0269,3.56,1.35,10.9,-1,6,"1"
4,13.8,0.62,-2.76,37.7,0.049,-41,191,1.02841,4.04,-0.35,2.3,0,8,"3"
4,10.3,1.075,0.3,55.5,0.057,40,105,0.97347,3.44,0.38,9.6,0,8,"1"
4,10.5,0.26,0.65,3.8,-0.354,34,155,0.99224,4.8,0.41,10,0,6,"3"
0,17.1,0.27,0.53,38.8,0.882,255,-336,0.9962,2.92,1.13,-1.6,1,10,"0"
0,-13.9,0.19,0,-57.3,0.07,6,14,0.99593,4.41,0.64,10,1,9,"0"
4,7,-1.25,0.77,49,-0.045,37,-188,0.99436,2.64,0.39,9.9,1,8,"2"
0,7.9,-0.52,0.68,8.3,-0.51,37.5,557,0.99316,3.01,1.25,12.8,0,9,"0"
4,14,-1.18,0.4,38.9,-0.008,292,549,0.89455,3.3,0.96,9.8,-1,8,"2"
5,12.5,-0.03,1.41,5,-0.325,422,128,1.00542,2.5,0.51,6,1,7,"2"
3,7.9,0.3,-1.17,-16.9,0.404,249,-37,0.9939,2.69,0.46,11.7,-1,8,"3"
0,-0.5,0.17,0.32,-26.6,0.04,-190,526,0.99182,2.84,-1.05,6.3,-1,7,"0"
5,-3.6,2.225,0.53,1.9,0.064,29,38,1.0186,3.13,0.56,13.85,1,8,"4"
2,8,-0.29,0.17,-22.3,0.04,13,60,0.9956,3.09,0.97,2.9,0,9,"1"
4,6.5,0.885,-0.2,2.3,0.251,6,12,1.03425,3.56,-1.27,15.1,1,7,"0"
0,-8.8,1.21,0.57,3.4,-0.248,4,10,1.09211,3.3,1.66,9.6,0,11,"0"
3,6.3,-0.47,-0.75,14.9,0.542,107,287,1.00808,2.04,-0.99,11.3,-1,7,"1"
4,5.4,-0.62,-1.26,8.2,-0.435,-14,-234,0.95576,3.12,-0.34,9.5,1,7,"2"
5,-3.2,1.04,-2.79,-9,0.03,31,100,1.08655,2.51,-0.31,11.1,0,9,"2"
0,7.9,-2,-0.06,11.1,0.033,-9,208,0.95486,3.14,0.46,10.3,1,9,"0"
5,-2.5,0.17,-2.73,1,0.147,19,429,0.99093,3.33,0.55,1.5,1,8,"2"
4,2,0.25,1.54,-19.9,0.272,13,136,0.99366,2.29,0.37,3.4,1,9,"2"
1,8.2,1.04,1.2,-24.7,0.434,-184,69,0.9944,3.14,1.81,10.2,-1,9,"2"
0,8.7,0.255,0.33,1.2,0.25,86,122,0.99048,3.28,0.66,11.3,-1,6,"0"
4,7.5,0.31,0.41,2.4,-0.11,184,88,0.99492,3.5,2.71,9.3,0,8,"2"
3,5.9,0.36,1.19,59.5,0.046,-11,87,0.9934,3.22,0.41,10.2,0,6,"0"
0,8.8,0.41,0.64,35.3,0.164,-195,425,1.02328,3.54,0.37,10.5,0,10,"1"
5,18.5,0.43,0.54,13,0.033,37,351,0.96734,3.14,0.35,5.2,1,9,"2"
3,5.5,0.35,1.24,1.1,0.211,-236,198,0.992,3.34,0.68,9.4,-1,6,"2"
5,7.3,-0.22,0.37,1.8,0.032,-180,431,0.992,2.59,0.35,13.1,1,8,"4"
4,6.4,-0.9,-1.13,2.2,0.111,33,-266,1.01012,3.21,0.47,6.8,0,7,"2"
4,6.3,1.5,0.23,56.2,0.483,13,-195,0.9936,4.16,0.43,9.8,1,7,"2"
3,-5.1,0.24,1.46,133.1,0.033,-13,482,0.99045,2.97,1.94,17.8,-1,7,"2"
3,4.9,-0.385,-0.73,1.3,-0.954,70,168,0.99212,3.47,-1.06,10.466666667,0,5,"2"
4,6,-0.49,0.26,-7.7,0.588,-232,93,0.9928,2.02,0.42,11,0,6,"2"
5,13.4,0.16,1.57,0.8,0.005,50,121,1.01509,3.27,0.23,12.8,1,8,"3"
3,5.8,-0.84,-1.14,55.9,0.071,257,-112,0.97633,3.1,0.92,11.5,-1,6,"2"
4,7.4,0.49,0.27,-46.3,0.6,-431,113,0.95956,1.76,0.63,10.7,0,8,"2"
5,13.7,0.32,-1.38,12,0.134,63,108,0.9961,3.65,2.2,9.6,1,7,"1"
5,2.6,0.3,-0.22,13.6,0.372,-151,168,0.9976,4.25,0.37,9.6,0,8,"2"
0,0.3,-0.9,-1.08,-37.3,-0.454,17,161,0.9932,1.5,1.8,17,0,5,"0"
4,14.2,0.23,0.42,63.9,0.362,52,171,0.98487,3.46,0.26,12.1,1,7,"2"
5,3.4,0.2,0.31,-18.2,0.101,34,116,0.94149,4.16,0.39,7.2,0,8,"3"
3,9.8,1.31,0.49,89.9,-0.035,203,109,1.01695,3.07,-1.52,7.7,-1,8,"1"
3,9,0.255,0.24,1.7,0.195,33.5,658,1.01883,3.53,-0.14,9.6,1,7,"1"
3,5.5,0.33,1.83,-46.3,0.091,-151,210,0.98099,3.19,2.19,4.9,0,8,"3"
4,16.8,0.24,0.3,8.2,0.041,231,-453,1.03378,4.36,-0.03,11.5,0,8,"2"
2,6.1,-1.1,2.66,5,0.052,-159,133,0.99373,3.02,0.65,9.4,-1,7,"1"
4,17.8,-0.85,0.56,-53.7,0.156,49,106,0.9981,3.1,-0.77,9.2,0,7,"3"
4,7.4,0.41,-0.3,1.8,-0.397,18,329,0.96178,3.37,-0.64,10.4,1,8,"1"
2,-1.4,-0.31,0.38,8,0.042,-92,187,1.02162,3.21,0.05,9.2,-1,7,"1"
5,-10.9,-0.73,0.28,14.7,0.051,29,497,0.97074,3.11,-0.06,2.8,0,7,"3"
0,7.7,0.22,2.25,14.4,0.046,-241,95,0.94446,3.24,0.5,9.1,-1,7,"1"
5,7.1,0.53,1.45,19.1,-0.451,116,104,0.9953,3.08,1.12,10.5,0,8,"2"
4,6.9,0.24,0.12,7.1,-0.224,-187,97,0.99246,3.95,-0.89,11.4,0,7,"1"
3,7.5,0.26,1.64,34.2,0.032,275,-45,0.93346,2.06,1.81,11.9,-1,8,"2"
5,7.1,-0.08,0.3,-19.4,-0.445,-449,309,0.93977,2.1,0.31,12.3,0,8,"1"
2,8.1,0.28,0.4,54,-0.398,455,97,1.02577,2.69,2.02,16.3,-2,9,"0"
3,6.8,0.99,0.35,-105.7,0.038,31,72,0.9912,3.09,0.53,12,-1,7,"2"
0,1,0.3,0.28,-38.5,0.042,-235,-94,0.95523,3.2,0.65,11.4,0,8,"1"
0,5.9,-0.63,0.28,-52.6,0.039,-6,506,0.9436,3.44,0.35,12.3,1,7,"0"
3,4.6,0.22,0.12,-31.3,-0.527,42,144,0.991,3.89,-0.1,12.2,-1,8,"1"
1,25.5,-1.03,0.42,58.5,-0.377,29,142,0.97103,2.16,0.43,11.1,-1,8,"0"
4,26.2,0.24,0.38,4.3,0.044,-109,172,0.996,2.08,1.85,10.8,0,9,"3"
4,8.5,0.16,0.68,0.9,0.076,-37,57,1.00894,2.25,1.09,7.3,0,9,"2"
0,10.5,0.69,0.07,2.5,0.256,15,364,0.96047,3.21,0.6,11.3,-1,8,"0"
0,-1,0.855,0.98,2.4,0.062,15,344,0.99548,3.54,-1.04,11.1,0,7,"0"
2,8.9,0.53,1.2,0.9,0.332,6,402,0.99234,3.24,0.35,21.6,0,7,"1"
5,10.5,1.09,0.34,-7.8,1.043,32,95,0.989435,2.96,-0.93,12,1,7,"3"
3,7.3,-1.15,0.37,14.3,0.561,-51,-75,0.9978,1.11,0.38,9,-1,8,"2"
0,18.3,0.52,-1.11,2.5,0.091,20,49,0.9976,3.01,1.21,10.7,1,9,"0"
5,10.5,0.46,0.24,16.3,0.051,-114,171,0.95441,1.47,1.13,10.5,1,7,"4"
4,-2.3,1.23,0.31,31.6,-0.288,155,503,0.95372,3.03,-0.7,18,0,8,"3"
0,6.2,0.39,-0.87,2,0.668,14,24,0.94929,2.56,0.93,13.9,-1,7,"0"
3,-17.5,1.65,0.29,9.8,-0.232,110,134,0.99534,3.16,0.4,10.2,-1,7,"2"
0,7.2,0.4,0.49,1.1,0.543,279,155,0.9929,3.01,0.42,9.3,-1,8,"0"
0,11.5,0.33,1.13,8.7,0.099,31,521,0.99034,2.64,0.57,9.5,0,8,"0"
0,8.2,0.78,-0.54,-53.4,0.181,-248,26,0.9978,2.54,0.46,9.6,-1,9,"0"
3,7,0.26,-0.49,31.85,-0.077,26,171,0.9986,0.99,0.44,10.9,-1,8,"3"
4,15.9,0.29,0.35,-36.2,1.079,11,-332,0.9926,3.08,-0.49,10.6,1,9,"2"
3,18,0.69,0,-19.5,0.084,13,-301,0.97536,3.13,1.82,12.8,0,9,"2"
0,7.1,0.21,-0.48,6.6,-0.567,40,240,0.99215,3.17,1.25,10.8,1,8,"0"
0,2.1,-0.63,0.47,-2,-0.048,14,36,1.00009,4.02,0.56,11.6,0,9,"0"
4,12.5,-1.12,-1.08,-43.6,-0.093,20,-90,0.97248,2.73,1.51,11.5,0,7,"2"
3,8.7,0.31,0.73,14.35,0.46,272,230,0.95984,1.94,0.88,13,0,10,"2"
0,7,0.74,-0.97,5.1,-0.163,-56,114,0.9945,3.92,0.28,9.5,0,7,"0"
2,5.3,1.6,-1.48,2.7,-0.4,27,198,0.9932,4.16,3.73,15,-1,6,"0"
0,16.8,-0.41,0.59,1.4,0.039,-140,-292,1.00493,3.32,0.62,14.3,0,7,"0"
0,11.5,0.69,0.59,57.8,0.087,52,49,0.9988,3.18,0.65,11,2,13,"0"
3,-14.9,-1.05,0.22,1.3,0.049,25,155,1.032,4.21,0.43,14.2,0,6,"3"
3,6.5,0.18,-0.98,23.6,0.232,142,144,1.02796,3.49,1.49,11,-1,7,"1"
5,5.8,0.28,-0.48,-47.3,0.498,40,-277,0.9896,3.2,1.04,12.8,0,6,"3"
2,4.9,0.335,0.14,1.3,0.627,131,171,0.99212,3.23,0.46,10.766666667,-1,5,"1"
4,5.1,-0.915,0.51,1.2,0.047,33,127,0.97915,4.32,1.88,11,-1,6,"2"
3,6.4,-0.19,0.22,-127.1,0.048,19,-175,1.03545,2.64,1.89,10.1,0,7,"1"
3,6.8,0.23,0.3,6.95,0.044,-171,59,0.99339,3.6,0.56,10.6,-1,7,"1"
4,4.7,0.87,0.47,23.3,-0.494,18,-526,1.05596,4.02,1.57,11,0,8,"1"
4,15.3,0.76,-0.9,1.6,-0.107,242,164,1.03642,3.17,-0.47,11,1,7,"3"
4,2.5,0.31,0.34,12.3,0.585,204,110,0.99243,3.3,0.43,13.6,1,7,"2"
4,7.8,-1.01,1.8,-23.6,0.043,-530,68,0.98096,3.21,1.68,6.8,1,9,"2"
5,12.9,0.53,0.31,-55,0.034,133,109,0.9906,3.26,0.57,9.3,-1,8,"4"
0,17.9,3,-0.59,10,0.662,-327,414,0.9992,3.05,1.52,3.1,1,13,"1"
2,8,-1.11,1.75,-13.9,0.061,33,-120,1.03803,3.08,0.28,9.4,-1,9,"1"
4,13.7,-1.15,1.59,46.6,0.04,-180,206,1.00871,2.15,0.58,6.4,0,7,"1"
4,0.5,1.56,0.23,7.7,0.037,-242,527,0.99021,4.49,-0.44,6.4,0,6,"0"
0,6.8,0.14,0.35,72.4,0.146,40,117,0.8957,1.82,0.72,11.1,0,7,"0"
0,10.7,0.43,1.37,50.1,0.07,5,59,0.9972,3.21,-0.66,11,-1,12,"0"
5,17.8,1.15,0.3,-59.6,0.13,-77,-36,0.96797,3.43,0.61,10.5,1,8,"2"
4,7.8,0.22,-1.22,-29.3,0.642,38,132,1.04558,3.25,-1.2,10.2,0,8,"3"
5,6.3,0.29,0.29,14.8,-0.352,284,418,1.02857,3.17,2.31,12.8,0,7,"2"
5,7.3,0.84,-0.05,1.2,0.044,206,143,1.00427,3.2,0.33,11.3,0,8,"2"
2,1.2,0.5,0.22,-31.6,0.118,55,-552,0.98228,3.19,0.52,8.2,-1,7,"1"
6,6.5,-0.32,-0.97,64.9,-0.241,48,256,0.98111,3.97,-0.35,11.4,1,7,"4"
4,4.7,0.31,0.36,8.6,0.256,63,360,1.03039,2.5,0.5,5.8,1,7,"3"
0,4.3,-0.59,0.53,8.3,0.037,-63,137,0.98933,2.08,0.93,10.9,0,7,"0"
7,5.7,2.86,0.3,28.7,0.046,202,-225,0.9451,3.86,2.21,11.9,2,6,"4"
0,5.9,2.15,-0.38,2.1,0.865,16,24,0.99376,3.56,0.19,11.5,-2,7,"2"
5,7.6,0.15,1.43,2.5,0.079,253,-27,1.06412,2.6,3.5,8.9,2,8,"3"
0,8.8,-0.78,0.46,1.6,0.095,20,281,0.99488,2.75,0.56,11.3,0,10,"0"
5,6.7,0.18,-0.47,89.5,0.352,-60,488,0.94703,3.37,2.1,15.6,1,7,"2"
4,5,-0.38,0.23,11.8,0.417,-7,158,0.98907,3.41,-0.1,11.8,0,6,"0"
4,6.7,0.48,0.69,2.9,0.392,28,-219,0.98317,2.83,0.05,19.8,0,8,"3"
0,5.8,0.28,-0.21,5.8,0.031,40,7,0.9908,3.42,1.75,11,0,6,"0"
3,8.6,0.18,0.28,-31.3,0.032,25,-299,0.98167,2.99,0.38,9.7,0,9,"1"
0,11.8,1.36,0.83,27.5,0.338,-177,147,0.97776,1.79,0.85,8.4,1,9,"1"
6,6.3,0.89,1.43,1,0.04,39,118,0.98886,2.43,0.54,13.1,0,7,"3"
5,-1,1.54,0.41,52.7,0.101,121,149,0.9937,4.11,0.59,8.7,0,7,"3"
6,1.1,0.34,-1.06,2.2,0.235,-299,304,0.98919,3.23,0.46,9.6,0,6,"3"
5,6,-0.22,0.73,-8.3,0.569,57,128,0.98982,3.22,0.39,6.2,1,7,"2"
5,13.8,1.6,0.09,-37.8,-0.441,-464,-85,0.99889,3.42,4.21,5.2,1,7,"4"
4,0.5,0.39,0.32,-16,-0.039,37,266,1.02969,3.26,0.38,16,-2,6,"1"
0,8.5,0.48,1.16,48.8,0.088,23,-30,1.04088,2.86,0.35,17.5,-1,8,"1"
4,-2.8,0.2,-1.39,-58.3,0.037,279,203,0.99021,3.95,0.49,12,0,6,"0"
4,4.7,-0.26,0.06,16.4,0.058,45,447,0.9978,3.15,1.99,9.7,0,7,"1"
0,9.7,1.94,0.14,2,-0.336,15,-87,1.02953,3.28,0.6,11.5,0,7,"2"
4,0.8,-0.91,0.65,14.4,-0.396,172,126,0.9994,1.67,0.82,15.4,-1,8,"3"
0,6.6,0.5,-0.84,1.5,0.06,-122,369,0.95309,2.61,0.58,-1.8,1,7,"0"
3,9.2,2.04,-1.24,5.3,0.532,-121,115,0.94769,3.23,0.24,9.9,0,10,"0"
5,7.4,0.25,0.28,7.25,-0.204,281,492,0.96067,2.94,-0.73,6.2,0,8,"2"
3,0.3,0.16,0.5,-27.1,0.57,-126,-225,0.99226,3.27,0.57,8.6,-1,7,"3"
4,8.4,-0.24,-0.03,47.7,0.048,51,1022,1.0004,3.87,2.82,2.9,0,9,"1"
0,17.7,2.95,0.4,12.7,0.412,-222,-563,0.99583,4.21,0.12,9.3,0,7,"1"
0,0.7,-0.06,-1.03,-24.5,0.024,47,190,0.9982,3.08,1.62,10,1,9,"0"
4,7,0.22,2.19,14.5,0.055,27,535,1.00841,2.98,0.55,3.8,1,7,"2"
5,12.1,-0.05,1.9,4.1,0.033,-398,138,0.97184,3.87,1.77,14.1,0,9,"3"
0,5.6,1.495,-0.76,36.8,-0.39,16,-363,0.92568,4.21,2.01,4.7,1,6,"0"
2,-2.8,1.39,-1.6,33.5,0.452,48,198,1.03948,1,0.42,12.4,-2,8,"0"
5,27.7,0.25,1,14.4,0.374,55,205,0.95063,3.24,0.38,9,0,8,"2"
4,15.5,0.32,1.56,28.8,0.063,16,37,1.0332,2.51,0.78,15.7,0,12,"1"
5,5.6,0.15,0.26,5.55,-0.409,-177,-290,0.9491,3.11,2.24,14.7,1,6,"3"
4,4.5,1.74,0.03,4.2,-0.026,-204,93,0.9963,4.03,0.48,13.4,-1,8,"3"
